,HeadFront,SpineThoracic2,SpineThoracic12,LShoulderTop,RShoulderTop,WaistBack,LTrochanterMajor,LForefoot,RTrochanterMajor,RForefoot,LElbow,RElbow,LWrist,RWrist,LKnee,RKnee,LAnkle,RAnkle
12,303894.8083590806,334159.65430795494,384537.23069970537,292863.52632315934,386790.7640681791,409180.82877083257,333966.2151177461,349488.0119177799,457632.0532508872,451776.07523154817,279902.5580149747,386764.7505132645,253771.6637685769,397957.57735932356,310651.1495280349,399581.26836103864,353694.9897016609,447875.93992945453
13,-5350.90112434882,-24272.869227733725,-27010.974265702083,-11544.974653388927,-23657.640873761127,-16857.051159461218,-294.4257674408509,34526.76386588882,1384.4585335213815,33941.295945275146,15791.439173139217,11605.435158392746,33356.70279774686,38471.847488278254,19962.674923984596,40454.95824213508,19740.923912570383,20524.84307485088
14,303695.04060378234,334184.3637627544,384542.72671222844,292883.56586820626,386848.0874520656,409176.1818097185,333959.0825456692,349496.94414035557,457482.87369016465,451768.8231444216,279900.8354274335,386726.34383816697,253752.64696487758,397949.7726044913,310605.4173322031,399590.85181369167,353850.068619979,447565.104772944
15,-5434.16330136278,-24266.07911651706,-27012.476975008918,-11544.822674597963,-23673.236310533066,-16856.390741944044,-287.4016868744293,34532.073658840854,1394.8503007093968,33943.7548004798,15789.605675825962,11603.666977309807,33354.29668400554,38461.782896993216,19967.474263917404,40457.97356047754,19721.1420321912,20606.76264703247
16,303541.2588183817,334213.997162439,384549.35398947506,292922.205101013,386877.4477303147,409166.18668074644,333950.249815197,349496.1388911274,457472.6962982767,451771.0974540814,279899.25869119057,386770.2464925486,253737.2299614843,397917.2603250953,310584.6963577662,399587.7695339029,353688.25377645495,447563.585022903
17,-5522.763148290069,-24267.23067175527,-27012.916883201346,-11548.604565236128,-23682.10457859569,-16854.07080221735,-283.28842319092655,34540.04437317788,1379.3205813899076,33942.13603880205,15787.999883573193,11588.830927272444,33346.30894123105,38456.19808376723,19973.673699013245,40456.24302958761,19740.355644274165,20596.225583602114
18,303399.24663548754,334241.23966470716,384542.9383114375,292945.677034971,386916.4683815301,409159.52926177875,333939.67546179355,349501.0660124619,457586.8231743471,451768.8685461216,279902.6573638812,386765.6287779093,253732.4070318941,397918.49677753606,310539.6034106496,399598.67775874893,353689.73056807905,447894.56254392135
19,-5618.85816296831,-24266.07205292659,-27010.630886393454,-11556.861246070199,-23690.637751323586,-16852.022122202703,-282.63955845928285,34535.214866335744,1375.8951484635545,33943.405339180645,15786.631984357158,11583.70771721192,33345.11835576154,38449.69956985794,19982.091855093422,40456.33413050967,19741.20775240881,20527.026390198764
20,303242.6558648078,334269.22681029525,384534.48763537116,292962.1768671519,386975.2055472673,409139.59766499803,333935.1618827739,349439.0100351045,456874.6253487497,451757.2879908212,279916.5869818816,386781.82117755275,253734.43126638854,397904.87583361287,310527.61557804927,399602.2099621873,353824.1238489269,447527.1026732146
21,-5712.553287810566,-24272.393949669924,-27006.92749151282,-11553.595326249626,-23698.133820888987,-16852.003870835695,-279.2711298152062,34535.87008790519,1456.51190735005,33946.11183858935,15786.422977052065,11579.863837057645,33346.03914090384,38447.01779148887,19982.126103708233,40460.85418703203,19722.671642968184,20613.946506147407
22,303140.4295914874,334292.1389673557,384523.2492475776,292970.77928840567,387047.6810406432,409132.55435843446,333932.22695025767,349478.3845139264,457530.24255665584,451764.252389801,279928.7072333781,386761.61626796034,253739.412538588,397885.91291496466,310639.98911650665,399595.12844614044,353827.8010987348,447923.1228852159
23,-5820.438817639384,-24279.11054785423,-27004.177054794673,-11539.902526482962,-23711.802513804476,-16851.902289620128,-277.777067790179,34540.04629476527,1383.161997701507,33945.8662956682,15789.17553642307,11580.05933247054,33344.93373577106,38447.71907564565,19977.33679477065,40461.50623810112,19722.967054881206,20524.324125518484
24,303083.29575055075,334308.9687625282,384525.20079468604,292978.5019476221,387072.2974265582,409123.261077481,333927.3667879955,349489.7738198657,456853.5714391384,451763.81314568163,279943.80011901265,386773.1758963584,253745.81678890227,397879.6480096792,310627.2888535154,399637.2461116985,353666.05482798215,447902.9505953568
25,-5915.473534781675,-24284.02119338879,-27004.01764499377,-11534.194721193911,-23713.097884055926,-16850.581523770925,-273.81503064955905,34535.68095626897,1457.0599490577952,33936.90070895635,15791.069015339384,11579.154869049991,33345.38005614019,38445.29434073479,19984.433340862313,40458.72150405238,19743.03746172964,20527.07263848459
26,303032.51534220914,334340.7836652949,384518.17983324046,292979.3923025259,387120.5061261361,409113.1027265006,333926.7450174995,349476.49588096596,457461.0284556809,451784.9814114721,279950.8226576236,386841.1955767904,253740.0362421293,397907.11976072803,310513.3869190199,399601.10189003346,353677.2004447302,447813.45784064755
27,-6010.526364521764,-24293.165393652533,-27003.96733322439,-11533.95043996472,-23721.754650909694,-16851.545852091032,-274.82883411883086,34535.31335421107,1377.600099307463,33941.99431647742,15792.087235540279,11570.745836062,33344.99607624477,38444.23437532773,20010.8006342051,40461.92338494216,19743.960370808796,20538.341795744975
28,302995.2815144256,334366.1215400387,384511.616932182,292996.7540573736,387158.8608424554,409101.1736009227,333911.23068684875,349475.30806184455,457592.83316862234,451763.2968899092,279956.2187123783,386884.2737053793,253735.3242625398,397914.34529840393,310619.14659441664,399626.5623662929,353642.1687916898,447599.47200734506
29,-6091.516222578124,-24302.46154743836,-27001.816107958504,-11537.67900079835,-23725.806891420958,-16850.952899309028,-274.44941037714307,34533.891259514785,1373.7037414208462,33945.277809519845,15790.116523054068,11563.126081121995,33341.92779750611,38444.69929958334,20000.04058779362,40457.87715735564,19747.70311418317,20602.96398409502
30,303007.4058052392,334386.2626592369,384512.58469848754,293014.51083189395,387177.4966158985,409100.1036556052,333913.9153473429,349475.2236259993,457670.1775415826,451761.61817223474,279952.1766507218,386925.1517417232,253732.51417230433,397919.76389547094,310636.00301096065,399606.7921511236,353801.95576436684,447580.37938935484
31,-6167.426735533372,-24308.96106955217,-27002.58483148629,-11542.35900885582,-23730.898252832696,-16850.39468119458,-274.0578611497185,34531.79482971226,1366.5292656325291,33941.447611831485,15789.939045282063,11561.238092711923,33341.601326724456,38447.55726643544,20010.8618181539,40457.41623864771,19724.010912986952,20600.417857835808
32,302997.91458714544,334407.42302018835,384519.589856579,293023.7486620358,387182.3994749752,409093.6689153063,333905.308231301,349444.76922645845,456844.44565481506,451761.22468770854,279953.77460238966,386874.95674038853,253724.25208410702,397929.6276712637,310644.45161683566,399600.7410011021,353823.58115775854,447548.9661650519
33,-6235.717112352948,-24317.795585253734,-27004.332059890192,-11543.103106081522,-23733.233056443292,-16849.683220048733,-275.3234095864609,34535.97363562088,1454.1484568072083,33944.47626052196,15787.599606676678,11566.463818828921,33340.12238667838,38445.772535208496,20012.472112601845,40460.13230866048,19726.655808222407,20603.658671069934
34,303038.3553833034,334420.7125515215,384524.56015113427,293021.42235073063,387210.3701400917,409090.1850358133,333898.2037902678,349464.3791150611,457670.79584948224,451784.6484399889,279958.85990095057,386875.2737381295,253716.99411091406,397926.21325432736,310670.23888404795,399603.0739986792,353824.90860552894,447592.3532157151
35,-6290.584624794159,-24326.6712591737,-27004.661899444603,-11543.343638939645,-23738.292325088645,-16851.189903731574,-267.9308750683849,34533.70212655855,1360.6977605808825,33944.55712915522,15786.670126225436,11564.936791110671,33338.83577422525,38444.306350654,20025.988305994673,40461.69355744328,19727.869538391267,20606.491075538277
36,303083.1165961823,334437.407459736,384524.2495677615,293019.15180130297,387215.27387742593,409090.72202529013,333902.18943542906,349509.8989318256,457494.110360295,451758.72673252487,279963.11780929455,386897.29156578967,253720.10878241507,397917.4650454978,310571.9865398368,399618.8631756888,353827.5110400228,447649.66664681013
37,-6336.893667666991,-24340.061269247584,-27006.628232146344,-11546.38220008363,-23740.627451495035,-16855.472998990575,-267.8971850011585,34537.13693067309,1363.8776113567146,33939.009216929255,15786.961243103324,11558.686781469722,33337.76544475795,38442.0485943156,20042.620077723877,40460.02248439464,19730.172798518448,20591.907345986838
38,303168.8728653401,334450.8191598643,384524.39697933587,293014.85682779684,387210.31477210706,409084.06513346033,333902.9880081932,349474.7301487586,457541.27620569797,451779.1068156449,279958.32210316445,386923.56354141363,253712.34998973808,397906.32751455705,310724.3684897687,399605.7138093774,353842.3785337122,447858.7963793057
39,-6369.366077436673,-24352.131028399897,-27006.49355882089,-11541.866788967396,-23738.355961111993,-16853.424378554824,-261.36006653829827,34532.29727482214,1376.767958171029,33946.196677243686,15785.669592670769,11554.32987224406,33337.524905088285,38445.25409717781,20029.33485335102,40461.46165851735,19730.047295704753,20535.859917200294
40,303218.00628818816,334470.824313436,384530.41884742235,293015.56874935253,387228.09063263907,409081.2651528498,333904.6492468154,349490.54798958136,457684.0821578204,451780.5904480609,279954.12442448846,386895.9991435325,253708.0400325921,397930.4877687249,310737.5746712739,399650.4855888155,353705.71983484854,447842.42069830856
41,-6383.965884299672,-24367.111458938183,-27009.169130675495,-11544.120783438753,-23742.52962465999,-16857.43621828931,-262.126907739068,34544.13381201171,1367.393061284758,33947.12469997765,15786.012826120306,11556.102795156814,33335.60254410552,38440.058513518685,20036.179511692208,40458.28067476151,19744.947028589006,20529.25970898565
42,303296.78382892004,334478.15009395406,384531.5499747433,293011.3295013081,387262.4187793193,409080.1950801164,333899.03164176666,349495.2230712303,457709.833379428,451763.10174207174,279947.1929419561,386884.81945233385,253706.8050724576,397903.94805251993,310774.2783230913,399626.6634736945,353865.0185567731,447837.84529949474
43,-6390.984572701811,-24377.374764998058,-27008.10624349874,-11542.403375397713,-23745.167229419858,-16856.87802704193,-264.1482991730081,34534.484105617026,1354.794390741812,33942.375597655395,15786.060210130127,11554.388744762502,33335.21210282478,38442.01477002381,20042.58434503008,40460.85943314168,19725.757492367615,20533.30906158396
44,303334.8972606229,334497.66563946684,384536.29344893,293022.480609677,387257.84881730616,409076.47189419414,333900.7870071402,349458.48163766233,456893.9179059162,451744.04141892405,279946.23698111315,386895.9937595598,253703.07760603097,397915.5341597278,310807.8827597667,399611.3813131778,353870.3183909119,447877.7110202926
45,-6382.642867298564,-24391.389713423298,-27011.979459505725,-11545.105520893805,-23745.946271221153,-16858.55373403831,-260.4992026361142,34540.82761880319,1442.2310422697556,33945.32462350723,15784.819913971136,11554.483326153826,33336.01928376856,38439.92965203961,20038.022161202935,40461.52404894165,19725.80973190519,20522.778608911507
46,303404.22115217167,334508.18000438914,384541.03705074295,293004.77795856574,387270.5273808619,409082.759772221,333900.41511939437,349455.3341479477,456894.3682429781,451763.3741747859,279944.31364752713,386906.8792120396,253695.0944605432,397889.0978266352,310834.7669406094,399589.8982423711,353859.663844937,447961.4099273543
47,-6364.431202948508,-24400.049609742535,-27015.85277438278,-11543.223008689616,-23746.259501929635,-16861.0433176332,-263.3986351769563,34533.90922685544,1442.4832543634693,33940.27883438522,15785.536530059762,11551.575371620263,33335.15774846515,38440.74329840291,20043.034333125637,40467.75676816421,19730.59614202504,20494.418576092947
48,303432.3950787531,334514.39029472304,384546.76444821263,293024.8488905945,387259.0748080858,409081.2109328267,333901.13336581225,349518.27774462284,457677.4274592782,451762.70827139093,279939.1985772166,386835.08942927705,253693.14019863546,397907.0684484825,310844.61655421247,399632.700875251,353856.3953026786,447855.131196256
49,-6339.70449087421,-24405.05211554592,-27018.79792644104,-11545.366522915698,-23741.40360046689,-16860.823161615168,-261.09270154628757,34545.00039559186,1352.6737518670416,33945.40424998323,15783.586198860263,11559.440262314398,33334.76938088396,38441.25928233594,20047.885018119647,40462.60353639103,19726.49145976542,20530.476027836732
50,303454.20965732075,334512.7154092497,384550.2296658133,293001.00254559476,387259.6042510998,409085.8745786294,333900.84192354145,349508.10566087236,457661.6344943854,451780.99904936255,279942.0721320722,386887.5650751016,253692.28347496243,397911.45638471516,310878.34962609736,399616.16652877175,353852.1580389174,447878.7779491926
51,-6314.794729509071,-24409.96091907139,-27023.868966384056,-11547.551245468247,-23742.625748011276,-16859.977491419326,-259.760740326019,34544.6437456541,1355.661616873269,33943.979458729635,15783.145717853142,11553.438342489622,33335.15377550246,38439.64383995392,20046.211819938515,40461.902499468924,19732.046915230363,20524.872130849628
52,303451.6649614457,334508.01684431557,384552.9382954551,292994.13332450355,387255.3689576172,409086.5756286269,333902.9420629225,349490.8327583555,456855.61818687106,451759.5897783189,279939.8862920336,386930.406465623,253693.18528827868,397899.59598690283,310902.45549351315,399617.5415931647,353862.77116827684,447857.93469940085
53,-6271.506505680343,-24408.26206999914,-27026.324915451973,-11547.06795487344,-23739.683936524896,-16860.976585094948,-253.5812418915957,34533.99981711764,1441.385575866574,33944.713135594415,15783.10189621989,11548.168377579426,33335.83325823469,38441.371370350564,20052.48343004653,40463.82866358305,19731.939582551076,20535.877591335302
54,303467.7007652698,334496.3204127779,384551.349409785,292988.55414317065,387287.4147693421,409093.0860841844,333909.8630892285,349507.3025975285,456850.56143671874,451768.4010299169,279933.0335979527,386897.42281659617,253694.70682957364,397903.20513043704,310907.36677021533,399629.30776240904,353865.90959865507,447572.2875432345
55,-6241.184282813898,-24405.478811821304,-27029.48906066431,-11541.845803278586,-23744.41977656538,-16864.80343409085,-255.04139513947302,34536.475056861775,1443.4677729023024,33942.59986827441,15784.22738390696,11554.882878851513,33335.77311451632,38440.93659545666,20053.001378361532,40460.57277390894,19731.204621181976,20599.87964480487
56,303476.87689209665,334478.40375172393,384560.9169994,292989.9057533985,387281.75839880895,409097.1244062439,333912.8926482144,349508.4234220006,457772.62320241646,451785.45066067704,279939.69512741436,386899.9969045755,253696.83729393888,397928.05347495776,310930.5266371832,399609.4255982964,353877.3993353356,447889.54566935234
57,-6202.328630183103,-24397.560610680193,-27033.827634432266,-11534.458954625094,-23741.07741466783,-16866.07390806156,-252.11922495276667,34538.56153180397,1327.7175954177183,33938.3830722024,15784.90401295912,11556.812056716924,33337.26589899826,38445.53248867491,20057.46574402268,40463.68287926721,19733.395618164617,20535.44311714718
58,303498.3117168841,334469.3908438551,384565.36222535936,292983.7067830448,387275.9346577907,409107.67368313373,333923.7332336491,349476.60573654715,456935.84669028193,451777.2729927118,279940.45560573105,386876.3334560928,253707.90181293045,397903.949225787,310950.39354052383,399632.32771158905,353883.2701416026,447647.8302816072
59,-6159.666911068009,-24392.071720409338,-27032.98488519813,-11535.728280458767,-23734.468942296677,-16871.17150992991,-257.59255870224297,34543.02612712035,1423.8902605332914,33940.02058352125,15784.533638768582,11562.70067118006,33339.23654094505,38448.069117734434,20056.023992084265,40458.828514828725,19732.4000709611,20595.244182141323
60,303470.2236480525,334461.25442817144,384561.8854438694,292976.87958188314,387214.63406926795,409115.7509263654,333935.23769677704,349501.60593437776,457699.89927769016,451788.63083509274,279941.19897396816,386915.1031635806,253705.43403858558,397919.00804621854,310954.9268216984,399639.6975644165,353898.5182060283,447635.92091325426
61,-6117.896995794799,-24385.45968815127,-27034.596825409055,-11535.746671141373,-23722.445856985723,-16873.712719923424,-261.49854499136563,34541.60854178782,1341.0487450139553,33942.57197714658,15786.396259328845,11558.410433446701,33340.73986440844,38450.477488033925,20055.365929145428,40463.04626128239,19728.863110721977,20595.281956484374
62,303445.7129260788,334450.4464362585,384564.0684044685,292988.1379402066,387240.15678630024,409126.92649736593,333945.7995930292,349503.04464870546,456902.1230099091,451795.52003115416,279941.56706981023,386879.18952197285,253709.01226729676,397914.05874024366,310974.65983808495,399631.793373804,353898.71851781773,447630.13754231157
63,-6075.875391634807,-24381.686606392628,-27035.879946536923,-11530.856073806026,-23722.919708945068,-16876.69444046067,-262.3315282008334,34537.61286769492,1430.1026763768896,33942.90884722771,15785.253223116251,11563.797684227353,33340.00096000338,38450.23528440137,20054.363740388537,40464.45956636574,19731.961010370993,20596.439890272144
64,303448.21545421507,334439.9232868605,384563.61071652675,292983.73403122614,387158.97105631244,409136.55345684185,333954.9267079415,349496.70915391546,457653.52254095377,451786.02789009846,279938.4495891832,386857.58851458697,253715.71524801766,397896.92589616217,310955.95842705324,399644.5697316455,353904.4844285816,447915.58357027365
65,-6045.74028819026,-24372.895296402305,-27037.98130693769,-11533.93326915313,-23705.255674739652,-16879.45609339831,-270.901339690281,34543.20273536725,1345.3516832333953,33941.88385240854,15785.884822526561,11564.816145807079,33342.08004895896,38453.460621169936,20053.149706478027,40461.39334906336,19730.71685876997,20533.606187690282
66,303406.61477269715,334442.5951759038,384566.62979235296,292966.13720027904,387183.6256716366,409152.1549465007,333961.9019910032,349517.9796141241,457791.3212355155,451767.2504391321,279931.29731275147,386861.69087864505,253710.4825335325,397911.4685219243,310949.34900618286,399640.659962193,353747.180382327,447682.9487852385
67,-6011.350113497108,-24370.056620315198,-27038.47072497687,-11529.90490959776,-23711.644442501616,-16881.761416079687,-268.4990826230569,34537.70364029643,1328.9518282704812,33939.10914186752,15784.854516526895,11563.440425959441,33337.88248119671,38449.47327433498,20047.879986100357,40462.626651691106,19751.7887976836,20592.01431967591
68,303383.94769098976,334436.8903437569,384562.47960069356,292970.6936087188,387188.9186130999,409158.2052523093,333980.02544120525,349508.4931556908,457658.0544076671,451786.52362929465,279925.85580006544,386804.4654037801,253703.63088923306,397893.09403913416,310935.5877725646,399626.91950964933,353922.90019240085,447659.759780745
69,-5984.030274160876,-24366.15643990459,-27039.044229877378,-11532.924617946403,-23717.029530391024,-16884.42083170404,-272.7187318961951,34545.18487317336,1329.9812138388152,33934.52893910723,15783.73001291923,11566.500550241486,33341.7301352515,38450.7026783286,20043.739073615783,40460.934565069976,19727.701209337058,20593.87760921446
70,303387.7147988029,334440.065984012,384566.02460760425,292978.23817433213,387184.5166714004,409167.5175397425,333990.66989896056,349520.5033633087,456946.44642294355,451791.2954356369,279916.97602498805,386863.7522030309,253694.75071591802,397899.587615975,310914.76254506496,399651.7621442577,353904.9641838048,447617.45911307796
71,-5953.936212003879,-24364.41875325531,-27040.706695626905,-11529.714161835436,-23717.65700836943,-16884.235836942942,-269.31960441616684,34540.55263597732,1428.1505146717755,33946.75789994119,15785.026904065646,11558.570599745119,33340.668461517445,38447.44138430475,20043.964059971964,40460.254470648084,19730.888929017063,20603.99102624139
72,303363.23935965565,334433.9778636729,384569.0436868193,292965.8406418528,387192.79087695054,409179.0808041077,333994.5204553557,349517.3101563557,456936.4791195811,451781.8779517115,279912.9341457904,386814.7044732495,253692.4682581291,397880.63373171847,310896.651588654,399630.7590535202,353745.2999530822,447643.4220712826
73,-5924.956340219862,-24362.610173268557,-27041.1961241697,-11532.252874727863,-23722.014379663124,-16885.270471488147,-274.2568060353369,34541.39557109762,1426.5444368943972,33941.18669375941,15784.849491866084,11563.111122142247,33341.04861900773,38448.12701152308,20039.579061967437,40463.66170246023,19748.07674946401,20598.75973780723
74,303350.82532494474,334446.55938407395,384571.7526919839,292971.4665306242,387182.2320412823,409192.43341057794,334002.79790552496,349503.61272464524,457629.49579635164,451808.37819408724,279916.27403502,386824.05554093583,253689.30557990712,397874.5933272922,310885.14120117266,399641.4735231008,353742.0154308397,447646.158836243
75,-5904.822248839009,-24364.401621008496,-27043.65237549685,-11532.530403119228,-23719.755108617377,-16886.35637507979,-272.2123462833915,34539.3017843069,1337.1342911778665,33937.89110886788,15782.847102314234,11561.591305630318,33339.09325086375,38450.421352831545,20036.890473449086,40461.97490476635,19745.838859109484,20598.04871605021
76,303367.16881557286,334444.7635110609,384583.7459811419,292966.3372933005,387185.9097371026,409203.7576947872,334006.30443028576,349483.317460717,456906.3883967714,451802.0490649371,279919.4411902435,386826.3454544496,253691.8190640518,397878.7862746531,310853.793990011,399645.88965528295,353884.3586143013,447676.4602464701
77,-5891.483039945771,-24366.116913681224,-27044.03331545442,-11531.057489401406,-23716.380451102363,-16887.560043081496,-279.6806077609144,34541.023080767045,1437.1945917540252,33945.58860643192,15783.59822930432,11564.650142836457,33338.91128450196,38450.706914855065,20035.888218108594,40460.67161093454,19730.179942256014,20597.329764184517
78,303359.5754066553,334445.27803251427,384591.50995653396,292970.61756080284,387189.0857779961,409208.9613959447,334013.5047653958,349501.4365824005,456908.5497963171,451821.12479573255,279916.72204298154,386811.5354822559,253703.44377906588,397900.8452111751,310847.3246417029,399610.8946048255,353888.7055118424,447704.6976423164
79,-5880.980476574565,-24367.35080096733,-27048.396969294598,-11533.276081077056,-23716.877862915244,-16890.999039512055,-282.6583022972118,34537.41530117422,1437.2545875287833,33946.93977030698,15785.966512032363,11567.970962660722,33339.98914313835,38448.860948441434,20029.706311009388,40464.40478143245,19728.9418546912,20596.451841456088
80,303341.4172216205,334445.0041390912,384584.65036746935,292958.3293964617,387206.5266463272,409211.837862892,334010.8074052134,349510.3039863408,456940.1283575223,451806.3454441507,279923.3177288066,386857.2618916301,253712.60383905415,397905.53073237295,310809.5054672724,399644.66014466446,353887.8192011393,447740.74254062236
81,-5872.484805975153,-24372.502017397368,-27046.51409112259,-11528.222756109615,-23717.936686521527,-16890.10204485779,-286.35934540759627,34540.43905833124,1430.677592677086,33937.64612119801,15785.044781258806,11562.806810796086,33340.765643476756,38448.36125066403,20029.42355109287,40458.0956772329,19729.244215020146,20596.602883988584
82,303346.94796380406,334447.8073128356,384578.2377670157,292959.1724268562,387228.89992532245,409215.47477387224,334019.035459628,349483.21881654277,457761.485469878,451797.959441485,279931.4357082139,386850.2314145052,253711.6271481237,397895.1753548003,310796.22304937453,399644.42584569735,353883.69203598774,447970.2719072052
83,-5870.500348427115,-24372.98875548978,-27049.2134518347,-11532.922533828845,-23719.5899731639,-16894.82738431399,-291.3033299515955,34534.684657694415,1345.6523321624918,33944.425407633884,15786.566799056709,11564.773494998943,33342.583433944375,38448.667287580654,20026.009807779505,40458.95838279727,19726.698127237178,20533.852279331855
84,303330.16707500175,334444.64256997587,384574.39755358355,292957.02511726785,387188.4174228882,409207.7106052825,334019.9367992267,349465.87955797894,456967.46146630554,451789.552325961,279936.5420376844,386857.6565235996,253720.69033971138,397909.2318780759,310766.15172813874,399613.89306931314,353886.4386355882,447942.2956120224
85,-5868.941923459279,-24374.859289874243,-27047.820046399174,-11530.66509804839,-23714.067471993985,-16895.23256687814,-294.93084153513337,34537.89376541212,1425.486002498532,33939.88272431441,15786.817009803191,11563.724033222217,33344.32682353878,38447.16817855137,20024.999628604855,40462.93429275306,19727.906011771178,20530.89846235277
86,303342.6329301035,334443.3832131692,384559.46921631787,292951.05323759886,387157.7732049137,409203.9102904725,334013.9953907782,349497.98488917685,456960.97617167357,451796.7482306678,279940.65108773473,386837.16856267035,253724.29817037258,397904.3294647111,310764.48667653906,399614.144889275,353880.80928626686,447925.59058298584
87,-5872.210432906846,-24378.074182932156,-27048.526294094918,-11524.492587857341,-23708.057411981812,-16893.792522217198,-292.8647222341242,34540.82028854961,1425.306155297185,33941.40045225464,15786.144271410536,11566.66902835717,33343.535792271075,38448.44212004422,20024.065103634573,40463.06415161564,19727.32019251299,20537.54928736877
88,303340.1443302939,334440.2077869847,384555.6292958007,292935.44084012986,387176.6327035616,409192.1064319726,334012.65212169115,349484.336185714,457714.5805022057,451795.7168037427,279936.0526364784,386887.2125521443,253720.94424756782,397894.5519062623,310743.6702530448,399652.5424927092,353720.5291638793,447704.64514143195
89,-5872.1574694917945,-24379.81178998146,-27047.132942479897,-11527.515905017055,-23716.350265159403,-16892.926649390058,-293.0604432897817,34538.25217718439,1339.0945582727509,33941.39442824997,15784.014762761239,11558.173667439612,33341.966467232036,38447.76537380049,20020.720868947385,40459.10409212405,19744.69775201733,20595.766502960192
90,303351.2450500072,334445.91282522015,384543.4897888906,292947.3813090132,387199.17092837737,409183.1792101845,334006.79166733735,349477.6436538901,456896.1949150489,451774.51776409475,279921.43480732985,386831.6337975788,253712.91677886102,397891.8578435764,310722.33664528135,399615.1463244337,353708.899044182,447687.4306930422
91,-5878.357398457367,-24383.712213583523,-27046.88644054716,-11526.673984605746,-23721.269003526773,-16891.16387402743,-286.7620503445578,34540.065454985845,1431.071203152882,33936.533727474874,15782.25967407726,11565.728084294802,33339.13841673554,38448.51457005701,20013.54553335705,40460.003969222824,19746.93621177134,20604.709088346768
